uuid,adm4_pcode,date,college_nearest,community_centre_nearest,school_nearest,shelter_nearest,town_hall_nearest,university_nearest,location1.adm4_en,location1.brgy_total_area
osmpa00027d,ph063022101,01/01/2018,53.36796234,965.3671535,0,1979.39876,1970.10702,0,Magdalo,0.1045
osmpa00027b,ph063022173,01/01/2018,1309.483124,441.928912,426.6516402,506.0500446,509.6647627,1355.30009,South San Jose,0.2666
osmpa00027a,ph063022129,01/01/2018,457.2347181,354.4589075,267.55238,791.2780355,1253.251369,556.5050632,Poblacion Molo,0.066
osmpa000279,ph063022019,01/01/2018,3967.139827,4344.173049,0,4343.858227,902.5998653,4020.440228,Bito-On,1.6052
osmpa000278,ph063022056,01/01/2018,368.0438392,399.2659783,109.4986294,275.2905398,404.9698717,1632.954844,Fajardo,0.0566
osmpa000277,ph063022076,01/01/2018,736.0011359,1629.204396,59.51173401,1706.702647,1926.177764,228.185563,Javellana,0.0294
osmpa000276,ph063022128,01/01/2018,573.6824926,444.151762,172.6323244,344.8621814,503.1941821,2427.368115,Phhc Block 22 Nha,0.1994
osmpa000275,ph063022065,01/01/2018,678.6494716,575.7373003,488.4909583,1034.05437,992.0940052,854.063481,Habog-Habog Salvacion,0.1306
osmpa000274,ph063022051,01/01/2018,51.50746705,181.5511301,65.90903076,398.8211084,176.0383584,2555.379777,Dungon B,0.5315
osmpa00027c,ph063022087,01/01/2018,1552.389234,490.3191139,229.3690321,3825.932023,146.7206254,1562.681178,Lapuz Norte,0.3448
osmpa0002f6,ph063022107,01/01/2018,1803.728264,1355.948688,0,3091.119873,76.14676286,1473.858742,Maria Clara,0.0596
osmpa0002f7,ph063022044,01/01/2018,758.3317855,819.2913256,265.0360448,719.2563842,825.2385806,1476.301378,Democracia,0.0722
osmpa0002f8,ph063022067,01/01/2018,1760.804243,799.9072315,630.1093333,0,1060.483461,3879.588879,Hibao-An Sur,2.1605
osmpa0001d7,ph063022175,01/01/2018,346.4049969,741.637335,0,826.8584155,744.8751164,1067.328991,Tabuc Suba (Jaro),1.2941
osmpa00030a,ph063022057,01/01/2018,1089.559089,828.6561257,546.7736224,2388.697122,401.4883373,776.024262,Flores,0.0383
osmpa000309,ph063022088,01/01/2018,751.945458,305.1063898,224.395668,3008.484465,816.893506,722.7847164,Lapuz Sur,0.1232
osmpa000308,ph063022202,01/01/2018,345.1200488,362.3630603,51.95692993,2838.788416,1364.091823,452.1799283,Rizal (La Paz),0.0778
osmpa000307,ph063022185,01/01/2018,370.5113032,644.2985982,457.8716935,1678.023934,1316.155072,171.7750651,Timawa Tanza I,0.0181
osmpa000306,ph063022146,01/01/2018,753.1655969,616.0876409,0,2405.699167,538.3963521,446.1191474,Sampaguita,0.1348
osmpa000305,ph063022061,01/01/2018,2312.867213,1646.026247,17.75758972,3635.104146,36.99344408,2019.892337,General Hughes-Montes,0.0908
osmpa000304,ph063022046,01/01/2018,477.018352,162.9483851,0,2907.081936,1549.807807,430.2749034,Divinagracia,0.0896
osmpa000303,ph063022151,01/01/2018,0,269.7548291,0,439.7941787,150.6201924,2230.883983,San Isidro (Jaro),1.5071
osmpa000302,ph063022166,01/01/2018,4611.765054,956.9337422,0,3762.557524,432.8142672,4668.120941,Santo Domingo,0.4078
osmpa000301,ph063022009,01/01/2018,1143.389476,876.7156777,297.4159903,796.6112621,1024.208312,1001.981147,Bakhaw,0.2456
osmpa000300,ph063022163,01/01/2018,1188.872214,1122.995328,281.7346262,918.1068712,1128.568594,856.2742725,San Vicente,0.1289
osmpa0002ff,ph063022036,01/01/2018,1213.841101,633.3162026,173.407587,1273.521071,298.894629,1359.366548,Compania,0.2227
osmpa0002fe,ph063022004,01/01/2018,1412.532547,0,271.8404551,193.0939744,1308.301383,1336.105141,Airport (Tabucan Airport),1.0117
osmpa0002fd,ph063022103,01/01/2018,100.4261977,817.8008383,0,1748.982797,1849.210353,166.5028932,Magsaysay Village,0.2994
osmpa0002fc,ph063022133,01/01/2018,983.271368,262.1820061,73.32678415,3241.465886,945.7989201,1008.615737,Punong-Lapuz,0.0521
osmpa0002fb,ph063022198,01/01/2018,219.7451315,799.1965133,56.08393994,2387.873625,1284.88873,100.131811,Luna (La Paz),0.1097
osmpa0002fa,ph063022070,01/01/2018,407.1237065,18.80023308,32.05959592,1307.181784,1099.358604,36.89713089,Inday,0.1466
osmpa0002f9,ph063022072,01/01/2018,1991.661359,1192.952346,0,3571.579778,1680.299166,1762.489366,Ingore,2.832
osmpa000273,ph063022104,01/01/2018,550.9014236,355.2842011,266.7174299,1853.775089,986.7774767,250.9395369,Malipayon-Delgado,0.0245
osmpa000272,ph063022195,01/01/2018,2032.502018,1194.350134,86.57940852,3557.858873,104.6499351,1942.776786,Zamora-Melliza,0.1539
osmpa0002f4,ph063022049,01/01/2018,484.9885595,133.2080128,331.1331467,637.0196028,569.3380947,2920.670562,Dungon,0.9518
osmpa0001da,ph063022048,01/01/2018,2837.098479,185.2917649,425.5241746,2132.80967,710.7440572,2932.890903,Dulonan,0.6855
osmpa0001ec,ph063022155,01/01/2018,3088.474248,231.7322882,0,2223.604577,168.1640288,3132.503355,San Jose (Arevalo),0.6191
osmpa0001eb,ph063022148,01/01/2018,858.2769896,274.3325518,0,2117.45605,624.8634411,495.2807088,San Agustin,0.189
osmpa0001ea,ph063022063,01/01/2018,562.9127098,839.982969,66.39345837,2516.658507,2241.275721,221.7655044,Gustilo,0.1149
osmpa0001e9,ph063022187,01/01/2018,1399.680792,1955.103187,674.1291922,2170.365289,266.4358561,4115.610381,Ungka,0.7416
osmpa0001e8,ph063022127,01/01/2018,563.8509115,325.1542126,239.7811116,267.3025289,567.5938268,2730.98188,Phhc Block 17,0.137
osmpa0001e7,ph063022042,01/01/2018,615.0895163,788.631086,0,2530.204661,502.1200793,438.6535905,Danao,0.1989
osmpa0001e6,ph063022055,01/01/2018,593.1878037,399.5016686,313.0897022,1896.754676,989.3659626,293.5918589,Tanza-Esperanza,0.0561
osmpa0001e4,ph063022116,01/01/2018,1573.218085,1089.308282,80.40047912,2843.859033,0,1231.16194,Nonoy,0.0771
osmpa0001e3,ph063022010,01/01/2018,1692.820468,1997.829379,108.4935182,1976.640726,1705.601039,1693.056491,Balabago,2.4307
osmpa0001e2,ph063022053,01/01/2018,0,557.9013267,185.4623831,991.1984453,1504.554409,4.330877514,East Timawa,0.0647
osmpa0001e1,ph063022098,01/01/2018,1734.898394,2243.487261,0,2332.971605,2064.850282,2935.390598,M. V. Hechanova,0.8256
osmpa0001e0,ph063022105,01/01/2018,2199.315607,1144.625791,276.3432093,4407.873523,496.0038756,2217.317625,Mansaya-Lapuz,0.1597
osmpa0001df,ph063022174,01/01/2018,48.77048864,452.3263865,0,749.5170613,1532.817448,0,Taal,0.3282
osmpa0001de,ph063022125,01/01/2018,1114.602044,897.3649634,732.5715346,2419.756033,591.7125462,814.7574176,Rizal Palapala I,0.0201
osmpa0001dd,ph063022108,01/01/2018,481.0967807,645.3580985,310.7091699,631.1267406,650.6081251,1772.239248,Maria Cristina,0.0555
osmpa0001dc,ph063022068,01/01/2018,2726.272574,2647.974856,392.7945618,3440.685027,2319.522341,2345.000959,Hinactacan,1.9748
osmpa0001db,ph063022018,01/01/2018,999.0332055,945.4236938,198.8784405,773.1495222,951.346115,958.7705656,Benedicto (Jaro),0.1725
osmpa000271,ph063022003,01/01/2018,665.2994254,152.6017742,145.4008863,3128.95259,1333.161725,655.2730494,Aguinaldo,0.0652
osmpa0001d9,ph063022112,01/01/2018,578.3282624,1362.561287,29.33270433,1651.80299,1880.415967,321.7656256,Montinola,0.1257
osmpa0001ed,ph063022165,01/01/2018,255.2589841,181.2415722,347.852089,155.2689154,177.9264214,1974.6423,Santa Rosa,0.3812
osmpa0001ee,ph063022032,01/01/2018,1527.719691,0,0,1598.552599,571.0374681,1671.552187,Calumpang,0.8811
osmpa0001e5,ph063022079,01/01/2018,457.2347181,514.8957521,431.6055547,944.8534376,1325.571021,559.9880747,Kasingkasing,0.0777
osmpa00026f,ph063022100,01/01/2018,362.7383815,362.3630603,170.8071169,2860.544516,1549.807807,430.2777348,Macarthur,0.0442
osmpa000270,ph063022090,01/01/2018,1183.375704,534.888793,156.6831937,2370.122868,442.1664599,821.9947237,Liberation,0.0489
osmpa0001ef,ph063022012,01/01/2018,1077.788665,494.1703891,26.65941134,3180.7876,1939.785857,829.7949728,Baldoza,0.3225
osmpa00026e,ph063022089,01/01/2018,1655.187661,721.2583748,80.59745797,3673.176471,552.0646164,1636.663453,Legaspi Dela Rama,0.1168
osmpa00026d,ph063022096,01/01/2018,648.5436753,114.7198595,45.77666337,2975.414959,1632.279574,480.0620246,Lopez Jaena Sur,0.2285
osmpa00026c,ph063022136,01/01/2018,1537.380838,1169.952439,425.1068421,2834.14338,290.664761,1217.961824,Rima-Rizal,0.0141
osmpa00026b,ph063022047,01/01/2018,1145.94392,205.5256836,88.16771814,3543.657692,1163.082432,1046.664262,Don Esteban-Lapuz,0.2527
osmpa000269,ph063022113,01/01/2018,1843.0579,1053.264805,84.04329179,3444.89973,0,1747.389313,Muelle Loney-Montes,0.0873
osmpa000268,ph063022140,01/01/2018,1366.984821,831.2060002,262.0086622,2612.666536,223.0930895,1013.519878,Roxas Village,0.0382
osmpa000267,ph063022028,01/01/2018,1003.002297,917.3154428,80.10249701,722.1168361,922.977502,1245.343355,Seminario (Burgos Jalandoni),0.0489
osmpa00026a,ph063022191,01/01/2018,610.7966735,931.8551942,517.2770634,1371.426305,1284.15135,802.5373314,West Habog-Habog,0.0667
osmpa000265,ph063022016,01/01/2018,2059.111365,2179.952495,0,2878.516294,2972.121838,1645.689878,Banuyao,0.5619
osmpa0001f0,ph063022131,01/01/2018,611.4866412,580.304533,26.34494523,2785.868445,506.134061,497.0972074,President Roxas,0.1974
osmpa000266,ph063022026,01/01/2018,5255.724402,5744.743479,277.9835068,5810.612723,233.9472409,5678.571034,Buntatala,1.5114
osmpa0001f2,ph063022172,01/01/2018,498.0756209,1033.700075,771.7908288,1457.829307,1678.091239,703.6613487,South Baluarte,0.0967
osmpa000261,ph063022008,01/01/2018,939.4487919,146.2159122,97.58547451,603.1812773,629.5503116,986.8503294,North Avanceña,0.0975
osmpa0001f1,ph063022102,01/01/2018,1671.885615,1050.91927,189.0408901,2898.778135,22.59993245,1332.210798,Magsaysay,0.0723
osmpa000263,ph063022193,01/01/2018,1531.022246,1053.853594,324.3346396,2990.464311,320.7714531,1292.543357,Yulo-Arroyo,0.0373
osmpa000264,ph063022006,01/01/2018,207.6986853,353.1676512,153.1608125,384.9287881,358.0616246,1489.213865,Arguelles,0.1224
osmpa000262,ph063022078,01/01/2018,822.8744273,694.1957104,232.2284141,468.8072069,698.1889419,1496.26487,Calubihan,0.0345
osmpa001938,ph063022176,01/01/2017,790.1732422,117.2621569,0,1732.680061,1259.989997,644.5445949,Tabucan,0.3465
osmpa00193f,ph063022134,01/01/2017,3556.483623,1064.027444,6.151885514,3951.500233,161.7150316,3647.876601,Quezon,0.1627
osmpa00193e,ph063022160,01/01/2017,524.1281337,61.65117522,0,1018.63141,1208.788211,262.5350236,San Rafael,1.593
osmpa00193d,ph063022085,01/01/2017,190.5389452,2462.557001,0,2666.293438,1405.608001,348.0989287,Laguda,0.0537
osmpa00193c,ph063022132,01/01/2017,1260.975236,3052.305932,33.98791782,3724.307591,178.9339199,1151.978301,Progreso-Lapuz,0.2741
osmpa00193b,ph063022092,01/01/2017,1401.467833,3368.870296,27.69464491,3898.749923,752.9294469,1370.429642,Libertad-Lapuz,0.0383
osmpa00193a,ph063022054,01/01/2017,1353.963456,2379.086948,11.83687186,3613.629824,309.5026931,992.4604747,Edganzon,0.1033
osmpa001939,ph063022179,01/01/2017,4381.182218,4880.523854,0,4939.052797,0,5091.038104,Tagbac,1.3724
osmpa001937,ph063022138,01/01/2017,1613.465659,2662.510722,314.1180964,4232.66393,128.7195326,1284.187639,Rizal Ibarra,0.0291
osmpa00192e,ph063022118,01/01/2017,469.3661232,1148.962666,740.0725527,3649.091845,1353.212082,456.5493394,North Baluarte,0.1259
osmpa001935,ph063022149,01/01/2017,787.7554713,424.273085,479.2325558,2914.185173,529.7509366,898.1083453,San Antonio,0.2179
osmpa001934,ph063022110,01/01/2017,717.5101315,1087.239888,298.7046469,3652.892926,1390.822589,890.5492918,Molo Boulevard,0.2428
osmpa001933,ph063022109,01/01/2017,5520.084846,3364.2146,485.5106593,4524.649985,543.4522027,5559.874942,Mohon,0.1506
osmpa001932,ph063022020,01/01/2017,2005.097201,3705.693425,0,4500.230194,499.132618,1944.744882,Monica Blumentritt,0.0626
osmpa001931,ph063022040,01/01/2017,195.1750031,95.04566602,0,0,101.0791442,1463.533156,Cuartero,0.2656
osmpa001930,ph063022152,01/01/2017,2675.599162,2832.151897,2323.437505,1084.065717,2826.25412,5148.653239,Hibao-An Norte,0.88
osmpa00192f,ph063022015,01/01/2017,49.8299117,2013.612096,148.6248808,2355.684183,1580.946557,0,Bantud,0.1261
osmpa001940,ph063022035,01/01/2017,166.7174689,983.007169,434.0509798,3402.005497,1590.06726,302.5051197,Cochero,0.0588
osmpa001936,ph063022052,01/01/2017,231.8280212,826.2765079,485.7158545,3346.322063,1497.619691,425.8350977,East Baluarte,0.0931
osmpa001941,ph063022029,01/01/2017,947.5432122,2982.696067,110.0565355,2792.056991,2387.70338,605.9485792,Caingin,0.2427
osmpa0019dd,ph063022030,01/01/2017,2281.409121,1336.102297,0,296.758671,1684.326377,2503.741937,Calahunan,1.6467
osmpa001943,ph063022144,01/01/2017,648.5196752,1079.650938,644.1268355,1304.634644,1075.167737,3403.519716,Sambag,1.2658
osmpa0018b9,ph063022137,01/01/2017,895.4871327,1931.090628,719.4853171,3881.080451,751.0684966,616.3341748,Rizal Estanzuela,0.0351
osmpa0019dc,ph063022014,01/01/2017,919.398077,3269.747243,225.6808759,3390.657461,1372.846602,910.1342111,Sinikway (Bangkerohan Lapuz),0.081
osmpa0019db,ph063022074,01/01/2017,790.9694297,1839.204671,341.4698244,3530.280599,745.1776895,454.0590522,Jalandoni-Wilson,0.0601
osmpa0019da,ph063022034,01/01/2017,1020.565582,905.702162,71.36084089,694.3909313,911.008758,1339.851917,El 98 Castilla (Claudio Lopez),0.0161
osmpa001952,ph063022182,01/01/2017,799.556606,686.2216826,0,466.7559131,691.5979798,1466.663458,Taytay Zone Ii,0.0576
osmpa001951,ph063022167,01/01/2017,3529.584058,864.2712906,411.2986565,4489.524453,701.7864587,3654.370215,Santo Niño Norte,0.1965
osmpa001950,ph063022196,01/01/2017,1036.838941,886.4131588,129.8896369,8.511201743,1026.631575,2621.889136,Pale Benedicto Rizal (Mandurriao),0.3526
osmpa00194f,ph063022038,01/01/2017,2186.042501,3845.55121,93.42558955,4671.894713,0,2112.069996,Concepcion-Montes,0.2205
osmpa00194e,ph063022122,01/01/2017,2074.243988,3127.12179,0,4414.319664,34.96582098,1734.82273,Ortiz,0.0962
osmpa00194d,ph063022150,01/01/2017,286.0332026,1280.505606,0,2996.001295,1210.441942,0,San Felix,0.0974
osmpa00194c,ph063022123,01/01/2017,1404.720264,2455.609496,509.3245649,4051.770852,223.0531215,1069.299971,Osmeña,0.0313
osmpa00194b,ph063022077,01/01/2017,550.0566383,2169.583594,182.7518983,1978.198828,2175.376338,188.7962975,Jereos,0.177
osmpa00194a,ph063022099,01/01/2017,212.5372972,2188.356925,0,1984.616856,1862.873761,3.639567062,Burgos-Mabini-Plaza,0.2388
osmpa001949,ph063022183,01/01/2017,1287.937462,3084.841262,0,2925.216095,2402.396819,1005.571641,Ticud (La Paz),1.1731
osmpa001948,ph063022114,01/01/2017,496.6457923,1260.330086,32.42088731,1925.479978,1179.349592,97.53964538,Nabitasan,0.795
osmpa001947,ph063022197,01/01/2017,788.5452026,1820.716527,629.011472,3823.158978,739.4970471,526.3613533,Kahirupan,0.0299
osmpa001946,ph063022158,01/01/2017,365.3753263,63.16179658,214.824917,2477.095778,1319.228777,244.4469269,San Pedro (Molo),0.2501
osmpa001945,ph063022164,01/01/2017,4088.783383,1681.011478,78.38449809,3907.14219,0,4148.349359,Santa Filomena,0.3493
osmpa001944,ph063022095,01/01/2017,570.1848689,2856.335958,48.78439762,2769.12153,2052.888949,299.2554343,Lopez Jaena Norte,0.1136
osmpa001942,ph063022194,01/01/2017,3597.234672,1012.549559,0,4241.998199,145.2475238,3703.891964,Yulo Drive,0.5085
osmpa0018b8,ph063022126,01/01/2017,1285.931321,2328.449054,621.1499233,4100.961703,374.083209,976.7241011,Rizal Palapala Ii,0.028
osmpa00181d,ph063022178,01/01/2017,818.8167761,68.91112624,0,388.3926042,740.6201247,1923.366623,Abeto Mirasol Taft South (Quirino Abeto),0.544
osmpa0018b6,ph063022025,01/01/2017,702.1678449,133.8939059,200.0157085,369.4409744,576.0688467,1399.196457,Buhang Taft North,0.3304
osmpa00182f,ph063022071,01/01/2017,213.8549122,1241.710935,322.5748067,3364.023145,1420.843999,41.65471361,Infante,0.0897
osmpa00182e,ph063022115,01/01/2017,1352.464642,339.3311467,417.7267635,918.24162,896.821675,1305.589094,Navais,1.2421
osmpa00182d,ph063022177,01/01/2017,1155.484313,1739.960365,683.7847018,1890.00493,1740.774483,3065.737949,Tacas,3.6503
osmpa00182c,ph063022043,01/01/2017,425.6162839,1469.822453,108.0515443,3262.891958,1119.793816,70.25476202,Mabolo-Delgado,0.0524
osmpa00182b,ph063022011,01/01/2017,3435.085491,3899.015576,285.0577053,3956.12619,449.6827484,4056.110602,Balantang,1.9534
osmpa00182a,ph063022181,01/01/2017,833.7421342,0,391.3533545,2432.569435,1232.974966,803.2493582,Tap-Oc,0.0601
osmpa001829,ph063022159,01/01/2017,731.7344566,1997.161323,64.92060695,1810.942786,2003.012998,223.8392208,San Pedro (Jaro),0.0616
osmpa001828,ph063022060,01/01/2017,2048.700161,78.74166137,58.01688083,2580.733106,21.51435303,2185.44483,South Fundidor,0.7899
osmpa001827,ph063022023,01/01/2017,4650.573312,2247.909049,41.0462163,4459.650635,405.2261458,4720.434228,Bonifacio (Arevalo),0.3728
osmpa001826,ph063022161,01/01/2017,348.3856672,644.2982047,227.4146923,700.2902951,648.3315301,2004.707427,San Roque,0.0545
osmpa001825,ph063022186,01/01/2017,344.1732613,1391.050379,321.3778626,3372.353644,1207.308517,35.32895151,Timawa Tanza Ii,0.0446
osmpa001824,ph063022041,01/01/2017,1122.500422,1430.137402,0,1406.780031,1435.206097,600.4912939,Cubay,1.0505
osmpa001823,ph063022154,01/01/2017,639.8917365,1912.096866,108.1199108,1769.512543,1989.836626,248.0888882,San Jose (Jaro),0.038
osmpa001822,ph063022097,01/01/2017,1215.627445,1142.996579,320.4523428,956.7160799,1148.808608,958.7705656,Luna (Jaro),0.0387
osmpa001821,ph063022080,01/01/2017,826.1955648,169.4529722,725.3376453,2753.55007,1007.849146,889.6768831,Katilingban,0.0484
osmpa001820,ph063022033,01/01/2017,3193.714892,3754.456921,477.7924271,3862.85695,1072.561561,4270.335276,Camalig,0.5585
osmpa00181f,ph063022064,01/01/2017,1273.412539,1085.633197,411.4705964,0,1309.307176,2804.856937,Guzman-Jesena,0.8889
osmpa00181e,ph063022189,01/01/2017,702.6193932,1667.471186,0,3063.04574,853.319494,341.8835365,Villa Anita,0.1176
osmpa0019de,ph063022024,01/01/2017,2630.159683,3045.865366,0,3066.254649,1612.369528,3229.876734,Buhang,1.3994
osmpa001830,ph063022188,01/01/2017,2465.046876,3914.884389,391.7644626,4937.307294,33.78635559,2371.851073,Veterans Village,0.2329
osmpa0018b7,ph063022001,01/01/2017,5223.833341,2926.901372,45.61468954,4694.317613,0,5283.32795,Santa Cruz,0.5633
osmpa001831,ph063022045,01/01/2017,1022.07332,905.9171849,124.0733816,692.9471171,911.2032152,1332.237894,Desamparados,0.0271
osmpa001833,ph063022069,01/01/2017,1013.782338,2044.978713,328.5210023,3511.157759,585.9023249,652.5429819,Hipodromo,0.0535
osmpa0018b5,ph063022022,01/01/2017,706.0509074,1734.469292,697.262456,3784.04352,964.7663876,463.1741392,Bonifacio Tanza,0.0428
osmpa0018b4,ph063022201,01/01/2017,930.2671126,2106.897125,390.8224813,1925.82079,2112.801904,522.0311021,Tabuc Suba (La Paz),0.9401
osmpa0018b3,ph063022156,01/01/2017,1004.804131,986.5373083,0,3536.781669,795.6511619,1170.241116,San Juan,0.3183
osmpa0018b2,ph063022005,01/01/2017,919.398077,3211.757467,70.59958564,3390.657461,1224.446467,910.5572727,Alalasan Lapuz,0.0729
osmpa0018b1,ph063022021,01/01/2017,648.9696559,724.0667019,0,1045.561443,1261.488413,499.851396,Bolilao,0.3538
osmpa0018b0,ph063022094,01/01/2017,1350.001887,3721.462833,88.92102214,3687.856127,767.6704453,1208.170454,Loboc-Lapuz,1.4025
osmpa0018af,ph063022171,01/01/2017,2489.769188,1195.559112,240.7187831,1940.802268,487.0503671,2483.345949,So-Oc,2.2546
osmpa0018ae,ph063022106,01/01/2017,1049.060757,1527.53245,324.3480154,1354.125648,1533.48106,552.668006,Marcelo H. Del Pilar,0.2982
osmpa0018ad,ph063022073,01/01/2017,1061.528869,3305.421528,0,3561.823592,841.9858152,1099.099458,Jalandoni Estate-Lapuz,0.1296
osmpa0018ac,ph063022157,01/01/2017,0,1965.095537,57.41430438,1880.700401,1821.875373,7.698049948,San Nicolas,0.1468
osmpa0018ab,ph063022093,01/01/2017,177.2228722,437.6943806,108.1084208,511.9071147,441.5122197,2077.029174,Lopez Jaena (Jaro),0.048
osmpa0018aa,ph063022170,01/01/2017,670.1250238,876.9343846,232.6131102,862.0946183,882.0458412,1742.452707,Simon Ledesma,0.06
osmpa0018a9,ph063022062,01/01/2017,1051.979519,2102.946068,490.7964024,3827.305392,565.9188844,719.6524054,Gloria,0.0235
osmpa0018a8,ph063022121,01/01/2017,2299.90415,4317.938352,511.2174712,4800.126833,358.3070829,2328.391115,Obrero-Lapuz,0.3138
osmpa0018a7,ph063022117,01/01/2017,1484.368631,641.9144029,0,2328.57463,0,1570.168139,North Fundidor,0.6989
osmpa0018a6,ph063022139,01/01/2017,116.1630176,2462.557001,1.464766489,2548.43092,1702.906551,162.1950887,Railway,0.0664
osmpa0018a5,ph063022091,01/01/2017,758.8491565,681.6046122,48.09684833,515.9099255,687.5324935,1463.601165,"Libertad, Santa Isabel",0.0458
osmpa0018a4,ph063022124,01/01/2017,843.9594012,1169.456653,28.55899797,1298.937376,1518.723404,508.466743,Our Lady Of Lourdes,0.2331
osmpa001834,ph063022169,01/01/2017,2251.357388,3510.781326,341.7580758,4680.367409,0,2105.407242,Santo Rosario-Duran,0.1146
osmpa001832,ph063022168,01/01/2017,4270.730061,1638.999615,0,4851.360399,159.3043402,4384.70998,Santo Niño Sur,0.9807
osmpa001b14,ph063022075,01/01/2017,820.447052,1863.920807,272.0571584,3468.812993,776.6998103,462.2858389,Delgado-Jalandoni-Bagumbayan,0.0235
osmpa001b13,ph063022057,01/01/2017,1089.559089,2135.713522,546.7736224,3933.787291,401.4883373,776.024262,Flores,0.0383
osmpa0019e0,ph063022175,01/01/2017,346.4049969,741.637335,0,826.8584155,744.8751164,1067.328991,Tabuc Suba (Jaro),1.2941
osmpa001afc,ph063022192,01/01/2017,20.44002938,647.8838621,305.9796285,3139.633448,1521.006901,102.4445377,West Timawa,0.1052
osmpa001afb,ph063022007,01/01/2017,1664.384425,2936.586527,77.81731563,4037.230473,20.69712954,1466.549341,Arsenal Aduana,0.0773
osmpa001afa,ph063022120,01/01/2017,1679.237814,701.1573694,196.1734989,128.7007594,1628.87189,2315.751078,Oñate De Leon,0.5055
osmpa001af9,ph063022017,01/01/2017,531.7436735,1513.906521,658.8028665,3712.861737,842.8346297,373.5196662,Baybay Tanza,0.2543
osmpa001af8,ph063022135,01/01/2017,1326.380062,1709.113509,10.92281955,1718.828044,1713.597216,2172.957287,Quintin Salas,0.8159
osmpa001af7,ph063022200,01/01/2017,1206.055492,2256.854611,350.9920964,3841.405899,400.9374067,859.811441,San Jose (City Proper),0.0304
osmpa001a88,ph063022050,01/01/2017,0,0,0,63.93856894,0,2110.331986,Dungon A,0.2111
osmpa001a87,ph063022086,01/01/2017,3346.860984,3930.928953,848.5314151,4071.856537,898.5153372,4948.834644,Lanit,2.4507
osmpa001afd,ph063022049,01/01/2017,484.9885595,575.3372369,527.0278604,637.0196028,569.3380947,2920.670562,Dungon,0.9518
osmpa001a86,ph063022101,01/01/2017,53.36796234,2183.722719,0,1979.39876,1970.10702,0,Magdalo,0.1045
osmpa001a84,ph063022173,01/01/2017,1309.483124,441.928912,499.9390679,2280.744777,509.6647627,1355.30009,South San Jose,0.2666
osmpa001a83,ph063022129,01/01/2017,457.2347181,354.4589075,543.4745175,2908.162892,1253.251369,556.5050632,Poblacion Molo,0.066
osmpa001a82,ph063022019,01/01/2017,3967.139827,4344.173049,0,4343.858227,902.5998653,4020.440228,Bito-On,1.6052
osmpa001a81,ph063022056,01/01/2017,368.0438392,399.2659783,109.4986294,275.2905398,404.9698717,1632.954844,Fajardo,0.0566
osmpa001a80,ph063022076,01/01/2017,736.0011359,1883.64638,74.40326901,1706.702647,1926.177764,228.185563,Javellana,0.0294
osmpa001a7f,ph063022128,01/01/2017,573.6824926,505.8191247,172.6323244,344.8621814,503.1941821,2427.368115,Phhc Block 22 Nha,0.1994
osmpa001a7e,ph063022065,01/01/2017,678.6494716,575.7373003,503.1615963,3159.828087,992.0940052,854.063481,Habog-Habog Salvacion,0.1306
osmpa001a7d,ph063022051,01/01/2017,51.50746705,181.5511301,65.90903076,398.8211084,176.0383584,2555.379777,Dungon B,0.5315
osmpa001a85,ph063022087,01/01/2017,1552.389234,3769.734894,229.3690321,4043.33955,146.7206254,1562.681178,Lapuz Norte,0.3448
osmpa001afe,ph063022031,01/01/2017,2851.19418,168.8246048,762.1920792,4139.021885,940.2987091,2982.448431,Calaparan,0.3253
osmpa001aff,ph063022107,01/01/2017,1803.728264,2852.563517,0,4337.645808,76.14676286,1473.858742,Maria Clara,0.0596
osmpa001b00,ph063022044,01/01/2017,758.3317855,819.2913256,265.0360448,719.2563842,825.2385806,1476.301378,Democracia,0.0722
osmpa00181c,ph063022081,01/01/2017,1533.109694,2576.719927,254.0690662,3899.985635,52.68879522,1175.519248,Kauswagan,0.0434
osmpa001b12,ph063022088,01/01/2017,751.945458,2928.074899,224.395668,3232.822607,816.893506,722.7847164,Lapuz Sur,0.1232
osmpa001b11,ph063022202,01/01/2017,345.1200488,2619.49074,51.95692993,2838.788416,1364.091823,452.1799283,Rizal (La Paz),0.0778
osmpa001b10,ph063022185,01/01/2017,370.5113032,1416.656818,457.8716935,3505.519063,1316.155072,171.7750651,Timawa Tanza I,0.0181
osmpa001b0f,ph063022146,01/01/2017,753.1655969,2376.646011,0,3010.295368,538.3963521,446.1191474,Sampaguita,0.1348
osmpa001b0e,ph063022061,01/01/2017,2312.867213,3404.205684,249.9481595,4699.56858,36.99344408,2019.892337,General Hughes-Montes,0.0908
osmpa001b0d,ph063022046,01/01/2017,477.018352,2849.293699,0,2907.081936,1549.807807,430.2749034,Divinagracia,0.0896
osmpa001b0c,ph063022151,01/01/2017,0,269.7548291,0,439.7941787,268.9859853,2230.883983,San Isidro (Jaro),1.5071
osmpa001b0b,ph063022166,01/01/2017,4611.765054,2326.962723,0,4177.544901,432.8142672,4668.120941,Santo Domingo,0.4078
osmpa001b0a,ph063022009,01/01/2017,1143.389476,876.7156777,297.4159903,796.6112621,1024.208312,1001.981147,Bakhaw,0.2456
osmpa001b09,ph063022163,01/01/2017,1188.872214,1122.995328,281.7346262,918.1068712,1128.568594,856.2742725,San Vicente,0.1289
osmpa001b08,ph063022036,01/01/2017,1213.841101,633.3162026,173.407587,3272.786437,298.894629,1359.366548,Compania,0.2227
